Sales_ID,name,year,selling_price,km_driven,Region,State or Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sold,Car Age,car_company,car_model,car_new_name
6088,Renault KWID RXT,2018,335000,30000,East,Connecticut,Willimantic,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72Nm@ 4386rpm,5,N,7,Renault,KWID,RXT
6089,Datsun GO T BSIV,2017,329000,80000,South,Florida,Miami,Petrol,Individual,Manual,Second Owner,20.63,1198.0,67.0,104Nm@ 4000rpm,5,N,8,Datsun,GO,T BSIV
6090,Maruti Vitara Brezza VDi Option,2017,775000,75000,South,Florida,Melbourne,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200Nm@ 1750rpm,5,N,8,Maruti,Vitara,Brezza VDi Option
6091,Hyundai Xcent 1.2 VTVT SX,2020,524000,32000,South,Florida,Merritt Island,Petrol,Individual,Manual,First Owner,20.14,1197.0,81.86,113.75nm@ 4000rpm,5,N,5,Hyundai,Xcent,1.2 VTVT SX
6092,Maruti Alto 800 LXI,2015,245000,40000,South,Florida,Miami,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,69Nm@ 3500rpm,5,N,10,Maruti,Alto,800 LXI
6093,Hyundai i20 1.2 Sportz,2012,275000,93000,East,Connecticut,Norwich,Petrol,Individual,Manual,Second Owner,17.0,1197.0,80.0,"11.4 kgm at 4,000 rpm",5,N,13,Hyundai,i20,1.2 Sportz
6094,Hyundai i20 Active 1.4 SX with AVN,2015,610000,50000,East,Massachusetts,Ipswich,Diesel,Individual,Manual,Second Owner,21.19,1396.0,88.73,219.66nm@ 1500-2750rpm,5,N,10,Hyundai,i20,Active 1.4 SX with AVN
6095,Maruti Swift Dzire VDI,2015,615000,60000,South,Florida,Merritt Island,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,190Nm@ 2000rpm,5,N,10,Maruti,Swift,Dzire VDI
6096,Maruti Ertiga ZDI,2014,684000,60000,West,California,Menlo Park,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,200Nm@ 1750rpm,7,N,11,Maruti,Ertiga,ZDI
6097,Maruti Ertiga ZDI,2014,680000,64000,West,California,Menlo Park,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,200Nm@ 1750rpm,7,N,11,Maruti,Ertiga,ZDI
6098,Renault Duster 85PS Diesel RxE,2014,500000,120000,South,Florida,Miami,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,200Nm@ 1900rpm,5,N,11,Renault,Duster,85PS Diesel RxE
6099,Renault Duster 85PS Diesel RxE,2014,520000,120000,South,Florida,Merritt Island,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,200Nm@ 1900rpm,5,N,11,Renault,Duster,85PS Diesel RxE
6103,Ford Freestyle Trend Diesel BSIV,2018,675000,60000,South,Florida,Miami,Diesel,Individual,Manual,First Owner,24.4,1498.0,98.63,215Nm@ 1750-3000rpm,5,N,7,Ford,Freestyle,Trend Diesel BSIV
6104,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,2011,1350000,81500,East,Massachusetts,Wellesley,Diesel,Individual,Automatic,Second Owner,14.84,2143.0,167.62,400Nm@ 1400-2800rpm,5,N,14,Mercedes-Benz,New,C-Class C 220 CDI BE Avantgare
6105,Mercedes-Benz New C-Class 250 CDI Classic,2011,1350000,80000,South,Florida,Merritt Island,Diesel,Individual,Automatic,First Owner,15.8,2148.0,170.0,"42@ 2,000(kgm@ rpm)",5,N,14,Mercedes-Benz,New,C-Class 250 CDI Classic
6106,Maruti Swift Dzire VXI 1.2,2019,675000,5000,South,Florida,Merritt Island,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,113Nm@ 4200rpm,5,N,6,Maruti,Swift,Dzire VXI 1.2
6107,Ford Ecosport 1.5 Diesel Titanium,2016,725000,30000,East,New York,Shirley,Diesel,Individual,Manual,First Owner,21.7,1498.0,98.96,215Nm@ 1750-2500rpm,5,N,9,Ford,Ecosport,1.5 Diesel Titanium
6108,Mahindra XUV300 W8 Option Diesel BSIV,2019,1200000,15000,East,New York,Shirley,Diesel,Individual,Manual,First Owner,20.0,1497.0,115.0,300Nm@ 1500-2500rpm,5,N,6,Mahindra,XUV300,W8 Option Diesel BSIV
6109,Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,650000,40000,East,New York,Shirley,Diesel,Dealer,Manual,First Owner,20.14,1498.0,88.0,230Nm@ 1500-2500rpm,5,N,7,Volkswagen,Polo,2015-2019 1.5 TDI Highline Plus
6110,Mahindra XUV300 W8 Option BSIV,2019,1090000,16500,East,New York,Shirley,Petrol,Dealer,Manual,First Owner,17.0,1197.0,110.0,200Nm@ 2000-3500rpm,5,N,6,Mahindra,XUV300,W8 Option BSIV
6111,Hyundai Creta 1.6 CRDi AT SX Plus,2017,1100000,67000,East,New York,Shirley,Diesel,Individual,Automatic,First Owner,17.01,1582.0,126.2,259.9Nm@ 1900-2750rpm,5,N,8,Hyundai,Creta,1.6 CRDi AT SX Plus
6112,Hyundai i20 1.4 Asta Option,2017,670000,48000,East,New York,Shirley,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5,N,8,Hyundai,i20,1.4 Asta Option
6113,Hyundai i20 1.4 Sportz,2018,780000,35000,East,New York,Shirley,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5,N,7,Hyundai,i20,1.4 Sportz
6114,Maruti Ciaz 1.3 Alpha,2017,720000,60000,East,Ohio,Cuyahoga Falls,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,200Nm@ 1750rpm,5,N,8,Maruti,Ciaz,1.3 Alpha
6115,Maruti Swift VXI BSIV,2018,610000,52000,East,Ohio,Dayton,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,113Nm@ 4200rpm,5,N,7,Maruti,Swift,VXI BSIV
6116,Volkswagen Ameo 1.5 TDI Highline 16 Alloy,2017,600000,29000,East,Ohio,Delaware,Diesel,Individual,Manual,First Owner,22.0,1498.0,108.495,250Nm@ 1500-3000rpm,5,N,8,Volkswagen,Ameo,1.5 TDI Highline 16 Alloy
6117,Renault Duster 85PS Diesel RxL,2016,535000,50000,East,Ohio,Dayton,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.8,200Nm@ 1750rpm,5,N,9,Renault,Duster,85PS Diesel RxL
6118,Hyundai i10 Magna,2009,142000,110000,East,Ohio,Cuyahoga Falls,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,111.7Nm@ 4000rpm,5,N,16,Hyundai,i10,Magna
6119,Maruti Baleno Sigma 1.2,2017,515000,23000,East,Ohio,Dayton,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,115Nm@ 4000rpm,5,N,8,Maruti,Baleno,Sigma 1.2
6120,Datsun GO T Option BSIV,2016,335000,40000,East,Ohio,Dayton,Petrol,Dealer,Manual,First Owner,20.63,1198.0,67.0,104Nm@ 4000rpm,5,N,9,Datsun,GO,T Option BSIV
6121,Hyundai Creta 1.4 CRDi Base,2017,957000,60000,East,Ohio,Cuyahoga Falls,Diesel,Individual,Manual,First Owner,21.38,1396.0,88.7,219.7Nm@ 1500-2750rpm,5,N,8,Hyundai,Creta,1.4 CRDi Base
6122,Maruti Swift Dzire VDI,2017,605000,127000,East,Ohio,Delaware,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,190Nm@ 2000rpm,5,N,8,Maruti,Swift,Dzire VDI
6123,Tata Manza Club Class Quadrajet90 EX,2013,316000,140000,East,Ohio,Dayton,Diesel,Individual,Manual,First Owner,21.02,1248.0,88.76,200Nm@ 1750-3000rpm,5,N,12,Tata,Manza,Club Class Quadrajet90 EX
6124,Renault Triber RXZ BSIV,2019,675000,5000,East,Ohio,Dayton,Petrol,Individual,Manual,First Owner,20.0,999.0,72.0,96Nm@ 3500rpm,7,N,6,Renault,Triber,RXZ BSIV
6125,Maruti Swift Dzire VDI,2015,520000,70000,West,Oregon,Redmond,Diesel,Individual,Manual,First Owner,26.59,1248.0,74.0,190Nm@ 2000rpm,5,N,10,Maruti,Swift,Dzire VDI
6126,Maruti Swift Dzire Vdi BSIV,2011,265000,60000,West,Oregon,Redmond,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,190Nm@ 2000rpm,5,N,14,Maruti,Swift,Dzire Vdi BSIV
6127,Volkswagen Polo 1.2 MPI Comfortline,2016,395000,40000,West,Oregon,Redmond,Petrol,Individual,Manual,Second Owner,16.2,1199.0,74.0,110Nm@ 3000-4300rpm,5,N,9,Volkswagen,Polo,1.2 MPI Comfortline
6128,Volkswagen Polo 1.2 MPI Comfortline,2016,385000,40000,West,Oregon,Redmond,Petrol,Individual,Manual,Second Owner,16.2,1199.0,74.0,110Nm@ 3000-4300rpm,5,N,9,Volkswagen,Polo,1.2 MPI Comfortline
6129,Maruti Wagon R LXI Minor,2009,142000,70000,West,Oregon,Portland,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67.0,84Nm@ 3500rpm,5,N,16,Maruti,Wagon,R LXI Minor
6130,Hyundai i10 Era,2009,160000,35000,West,Oregon,Portland,Petrol,Individual,Manual,First Owner,19.81,1086.0,68.05,99.04Nm@ 4500rpm,5,N,16,Hyundai,i10,Era
6131,Tata Indigo CS LX (TDI) BS III,2012,180000,50000,West,Oregon,Portland,Diesel,Individual,Manual,Third Owner,19.09,1396.0,69.0,135Nm@ 2500rpm,5,N,13,Tata,Indigo,CS LX (TDI) BS III
6132,Honda City V MT,2013,480000,42462,West,Oregon,Redmond,Petrol,Dealer,Manual,First Owner,16.8,1497.0,116.3,146Nm@ 4800rpm,5,N,12,Honda,City,V MT
6133,Maruti Swift VDI BSIV,2015,470000,54723,West,Oregon,Portland,Diesel,Dealer,Manual,First Owner,25.2,1248.0,74.0,190Nm@ 2000rpm,5,N,10,Maruti,Swift,VDI BSIV
6134,Maruti Ignis 1.2 Delta BSIV,2018,480000,20375,West,Montana,Bozeman,Petrol,Dealer,Manual,First Owner,20.89,1197.0,81.8,113Nm@ 4200rpm,5,N,7,Maruti,Ignis,1.2 Delta BSIV
6135,Maruti Swift ZDI Plus,2013,450000,43978,East,New York,Mount Vernon,Diesel,Dealer,Manual,Second Owner,28.4,1248.0,74.0,190Nm@ 2000rpm,5,N,12,Maruti,Swift,ZDI Plus
6136,Maruti Swift Dzire Tour LDI,2017,520000,28832,South,North Carolina,Laurinburg,Diesel,Dealer,Manual,First Owner,23.4,1248.0,74.0,190Nm@ 2000rpm,5,N,8,Maruti,Swift,Dzire Tour LDI
6137,Ford Figo Titanium Blu,2019,700000,3177,South,North Carolina,Laurinburg,Petrol,Dealer,Manual,First Owner,18.5,1194.0,94.93,119Nm@ 4250rpm,5,N,6,Ford,Figo,Titanium Blu
6138,Hyundai Grand i10 Magna,2015,400000,39414,South,North Carolina,Laurinburg,Petrol,Dealer,Manual,First Owner,18.9,1197.0,81.86,113.75nm@ 4000rpm,5,N,10,Hyundai,Grand,i10 Magna
6139,Tata Indica V2 GLX BSIII,2012,200000,30078,West,Montana,Bozeman,Petrol,Dealer,Manual,First Owner,15.3,1396.0,70.0,"12.4@ 2,600(kgm@ rpm)",5,N,13,Tata,Indica,V2 GLX BSIII
6140,Hyundai EON Magna Plus Option,2012,250000,44588,South,North Carolina,Laurinburg,Petrol,Dealer,Manual,First Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5,N,13,Hyundai,EON,Magna Plus Option
6141,Maruti Celerio ZXI,2015,400000,49907,West,Montana,Bozeman,Petrol,Dealer,Manual,First Owner,21.63,998.0,67.04,90Nm@ 3500rpm,5,N,10,Maruti,Celerio,ZXI
6142,Maruti Swift VXI,2013,371000,67082,South,North Carolina,Laurinburg,Petrol,Dealer,Manual,Second Owner,21.21,1197.0,81.8,113Nm@ 4200rpm,5,N,12,Maruti,Swift,VXI
6143,Hyundai Grand i10 Asta Option,2016,450000,40000,East,New York,Mount Vernon,Petrol,Individual,Manual,First Owner,18.9,1197.0,82.0,114Nm@ 4000rpm,5,N,9,Hyundai,Grand,i10 Asta Option
6144,Ford EcoSport 1.5 Diesel Titanium BSIV,2016,570000,112879,South,North Carolina,Greenville,Diesel,Dealer,Manual,Second Owner,23.0,1498.0,98.96,205Nm@ 1750-3250rpm,5,N,9,Ford,EcoSport,1.5 Diesel Titanium BSIV
6145,Honda Brio S MT,2013,300000,80000,South,North Carolina,Hickory,Petrol,Individual,Manual,Second Owner,19.4,1198.0,86.8,109Nm@ 4500rpm,5,N,12,Honda,Brio,S MT
6146,Hyundai i20 1.2 Asta,2017,620000,25000,South,North Carolina,Hickory,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5,N,8,Hyundai,i20,1.2 Asta
6147,Honda City i-VTEC V,2018,949000,10200,West,Nevada,Pahrump,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.6,145Nm@ 4600rpm,5,N,7,Honda,City,i-VTEC V
6148,Mahindra Bolero 2011-2019 mHAWK D70 ZLX,2018,750000,60000,West,Nevada,Pahrump,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,195Nm@ 1400-2200rpm,7,N,7,Mahindra,Bolero,2011-2019 mHAWK D70 ZLX
6149,Maruti Celerio VXI,2017,350000,20000,West,Nevada,North Las Vegas,Petrol,Individual,Manual,Second Owner,23.1,998.0,67.04,90Nm@ 3500rpm,5,N,8,Maruti,Celerio,VXI
6150,Mahindra XUV500 W10 2WD,2017,1250000,60000,West,Nevada,North Las Vegas,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330Nm@ 1600-2800rpm,7,N,8,Mahindra,XUV500,W10 2WD
6151,Renault KWID 1.0,2016,270000,30000,West,Nevada,Las Vegas,Petrol,Individual,Manual,Third Owner,23.01,999.0,67.0,91Nm@ 4250rpm,5,N,9,Renault,KWID,1.0
6152,Hyundai EON Magna Plus,2013,235000,40000,West,Nevada,Las Vegas,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5,N,12,Hyundai,EON,Magna Plus
6153,Maruti Swift VXI Optional,2016,500000,60000,Central,Michigan,Owosso,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,113Nm@ 4200rpm,5,N,9,Maruti,Swift,VXI Optional
6154,Maruti Alto LXi,2012,220000,111000,Central,Michigan,Owosso,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5,N,13,Maruti,Alto,LXi
6155,Maruti Swift Dzire LDIX Limited Edition,2014,380000,70000,Central,Michigan,Owosso,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,190Nm@ 2000rpm,5,N,11,Maruti,Swift,Dzire LDIX Limited Edition
6156,Maruti Alto K10 2010-2014 VXI,2010,160000,100000,Central,Michigan,Owosso,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,90Nm@ 3500rpm,5,N,15,Maruti,Alto,K10 2010-2014 VXI
6157,Maruti Alto K10 2010-2014 VXI,2010,160000,100000,West,Nevada,Pahrump,Petrol,Individual,Manual,Third Owner,20.92,998.0,67.1,90Nm@ 3500rpm,5,N,15,Maruti,Alto,K10 2010-2014 VXI
6158,Hyundai EON 1.0 Era Plus,2017,339000,25000,West,Nevada,North Las Vegas,Petrol,Individual,Manual,First Owner,20.3,998.0,68.05,94.14Nm@ 3500rpm,5,N,8,Hyundai,EON,1.0 Era Plus
6159,Ford Fiesta Classic 1.6 Duratec CLXI,2011,229999,100000,West,Nevada,North Las Vegas,Petrol,Individual,Manual,First Owner,15.3,1596.0,99.6,146Nm@ 3400rpm,5,N,14,Ford,Fiesta,Classic 1.6 Duratec CLXI
6160,Mahindra KUV 100 mFALCON D75 K2 Plus,2016,400000,35000,Central,Michigan,Owosso,Diesel,Individual,Manual,First Owner,25.32,1198.0,77.0,190Nm@ 1750-2250rpm,6,N,9,Mahindra,KUV,100 mFALCON D75 K2 Plus
6161,Hyundai Xcent 1.2 CRDi E Plus,2018,470000,25000,West,Nevada,Pahrump,Diesel,Individual,Manual,First Owner,25.4,1186.0,73.97,190.24nm@ 1750-2250rpm,5,N,7,Hyundai,Xcent,1.2 CRDi E Plus
6162,Maruti 800 Std,2003,45000,58000,West,Nevada,Pahrump,Petrol,Individual,Manual,First Owner,16.1,796.0,37.0,59Nm@ 2500rpm,4,N,22,Maruti,800,Std
6163,Ford Aspire Titanium BSIV,2019,575000,20000,West,Nevada,North Las Vegas,Petrol,Individual,Manual,First Owner,19.4,1194.0,94.93,120Nm@ 4250rpm,5,N,6,Ford,Aspire,Titanium BSIV
6164,Datsun RediGO SV 1.0,2019,325000,1300,West,Nevada,North Las Vegas,Petrol,Individual,Manual,First Owner,22.5,999.0,67.0,91Nm@ 4250rpm,5,N,6,Datsun,RediGO,SV 1.0
6165,Maruti 800 AC,1997,50000,120000,West,Nevada,North Las Vegas,Petrol,Individual,Manual,Second Owner,16.1,796.0,37.0,59Nm@ 2500rpm,4,N,28,Maruti,800,AC
6166,Maruti Wagon R VXI BS IV,2014,350000,15000,South,Florida,Royal Palm Beach,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5,N,11,Maruti,Wagon,R VXI BS IV
6167,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,South,Florida,Royal Palm Beach,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,430Nm@ 1750-2500rpm,5,N,8,Jaguar,XE,2016-2019 2.0L Diesel Prestige
6168,Lexus ES 300h,2019,5150000,20000,South,Florida,Royal Palm Beach,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,202Nm@ 3600-5200rpm,5,N,6,Lexus,ES,300h
6169,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,South,Florida,Royal Palm Beach,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,430Nm@ 1750-2500rpm,5,N,8,Jaguar,XF,2.0 Diesel Portfolio
6170,Tata Safari Storme EX,2015,503000,110000,South,Florida,Saint Cloud,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,320Nm@ 1500-3000rpm,7,N,10,Tata,Safari,Storme EX
6171,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,South,Florida,Royal Palm Beach,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,400Nm,5,N,6,Volvo,XC40,D4 Inscription BSIV
6172,Toyota Camry 2.5 Hybrid,2016,2000000,68089,Central,Kansas,Derby,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,213Nm@ 4500rpm,5,N,9,Toyota,Camry,2.5 Hybrid
6173,Maruti Wagon R LXI,2013,225000,58343,Central,Kansas,Derby,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,90Nm@ 3500rpm,5,N,12,Maruti,Wagon,R LXI
6174,Maruti Baleno Alpha 1.3,2018,740000,38817,West,California,Bakersfield,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,190Nm@ 2000rpm,5,N,7,Maruti,Baleno,Alpha 1.3
6175,Honda Jazz VX,2016,550000,56494,West,California,Bakersfield,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,110Nm@ 4800rpm,5,N,9,Honda,Jazz,VX
6176,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,West,California,Bakersfield,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,200Nm@ 1200-3600rpm,7,N,12,Toyota,Innova,2.5 VX (Diesel) 7 Seater
6177,Maruti Swift AMT VVT VXI,2019,650000,5621,West,California,Bakersfield,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,113Nm@ 4200rpm,5,N,6,Maruti,Swift,AMT VVT VXI
6178,Toyota Etios VX,2017,625000,25538,West,California,Goleta,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,132Nm@ 3000rpm,5,N,8,Toyota,Etios,VX
6179,Maruti Swift AMT ZXI,2018,600000,69779,West,California,Goleta,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,113Nm@ 4200rpm,5,N,7,Maruti,Swift,AMT ZXI
6180,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,West,California,Goleta,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,190.24nm@ 1750-2250rpm,5,N,8,Hyundai,Grand,i10 1.2 CRDi Sportz
6181,BMW X4 M Sport X xDrive20d,2019,5400000,7500,West,California,Goleta,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,400Nm@ 1750-2500rpm,5,N,6,BMW,X4,M Sport X xDrive20d
6182,BMW X4 M Sport X xDrive20d,2019,5500000,8500,East,Massachusetts,Groton,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,400Nm@ 1750-2500rpm,5,N,6,BMW,X4,M Sport X xDrive20d
6183,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,East,Maine,Westbrook,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,110Nm@ 4800rpm,5,N,6,Honda,Amaze,V CVT Petrol BSIV
6184,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,East,Connecticut,Hartford,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,153Nm@ 3800rpm,5,N,9,Skoda,Rapid,1.6 MPI AT Elegance
6185,Volvo V40 D3 R-Design,2018,2475000,2000,East,New Hampshire,Rochester,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,350Nm@ 1500-2750rpm,5,N,7,Volvo,V40,D3 R-Design
6186,Renault KWID RXT Optional,2016,300000,25000,East,Massachusetts,Northampton,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72Nm@ 4386rpm,5,N,9,Renault,KWID,RXT Optional
6187,Nissan Terrano XL 110 PS,2014,540000,150000,East,Maine,Saco,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.5,248Nm@ 2250rpm,5,N,11,Nissan,Terrano,XL 110 PS
6188,Maruti Celerio ZXI Optional MT BSIV,2018,580000,10000,West,California,Goleta,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,90Nm@ 3500rpm,5,N,7,Maruti,Celerio,ZXI Optional MT BSIV
6189,Hyundai Creta 1.6 CRDi SX Option,2015,1000000,70000,East,Massachusetts,Boston,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,259.9Nm@ 1900-2750rpm,5,N,10,Hyundai,Creta,1.6 CRDi SX Option
6190,Tata Zest Quadrajet 1.3 75PS XM,2017,459999,80000,East,Connecticut,Newington,Diesel,Individual,Manual,First Owner,22.95,1248.0,74.0,190Nm@ 1750-3000rpm,5,N,8,Tata,Zest,Quadrajet 1.3 75PS XM
6191,Maruti Swift VDI BSIV,2015,635000,50000,Central,Illinois,Oak Forest,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,190Nm@ 2000rpm,5,N,10,Maruti,Swift,VDI BSIV
6192,Hyundai Verna 1.6 SX,2014,650000,83000,Central,Illinois,Oak Forest,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,259.8Nm@ 1900-2750rpm,5,N,11,Hyundai,Verna,1.6 SX
6193,Maruti Swift Dzire VDI,2013,525000,116000,Central,Illinois,Oak Forest,Diesel,Individual,Manual,Second Owner,23.4,1248.0,74.0,190Nm@ 2000rpm,5,N,12,Maruti,Swift,Dzire VDI
6194,Fiat Grande Punto EVO 1.2 Dynamic,2015,350000,60000,Central,Illinois,Oak Forest,Petrol,Individual,Manual,Third Owner,15.8,1172.0,67.1,96Nm@ 2500rpm,5,N,10,Fiat,Grande,Punto EVO 1.2 Dynamic
6195,Maruti Swift Dzire ZDi,2008,320000,175802,Central,Texas,Flower Mound,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,190Nm@ 2000rpm,5,N,17,Maruti,Swift,Dzire ZDi
6196,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,450000,192000,Central,Texas,Flower Mound,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494.0,102.0,20.4@ 1400-3400(kgm@ rpm),8,N,19,Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV
6197,Volkswagen Vento Petrol Trendline,2011,227000,73840,Central,Texas,Flower Mound,Petrol,Individual,Manual,First Owner,15.04,1598.0,103.6,153Nm@ 3800rpm,5,N,14,Volkswagen,Vento,Petrol Trendline
6198,Mahindra Bolero DI DX 8 Seater,2011,325000,162000,Central,Texas,Flower Mound,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63.0,180 Nm at 1440-1500rpm,8,N,14,Mahindra,Bolero,DI DX 8 Seater
6199,Datsun RediGO AMT 1.0 S,2018,275000,20000,Central,Texas,Fort Worth,Petrol,Individual,Automatic,First Owner,23.0,999.0,67.0,91Nm@ 4250rpm,5,N,7,Datsun,RediGO,AMT 1.0 S
6200,Hyundai Grand i10 Magna,2013,300000,75000,Central,Texas,Fort Worth,Petrol,Individual,Manual,Third Owner,18.9,1197.0,82.0,114Nm@ 4000rpm,5,N,12,Hyundai,Grand,i10 Magna
6201,Mahindra Scorpio SLE BSIII,2011,400000,320000,Central,Texas,Fort Worth,Diesel,Individual,Manual,Third Owner,12.05,2179.0,120.0,290Nm@ 1800-2800rpm,8,N,14,Mahindra,Scorpio,SLE BSIII
6202,Volkswagen Vento 1.5 TDI Highline,2015,550000,120000,Central,Texas,Flower Mound,Diesel,Individual,Manual,Second Owner,20.34,1498.0,103.2,250Nm@ 1500-2500rpm,5,N,10,Volkswagen,Vento,1.5 TDI Highline
6203,Maruti Swift VXI Optional,2016,550000,20000,Central,Texas,Fort Worth,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,113Nm@ 4200rpm,5,N,9,Maruti,Swift,VXI Optional
6204,Skoda Rapid Monte Carlo 1.5 TDI AT BSIV,2017,900000,40000,Central,Texas,Flower Mound,Diesel,Individual,Automatic,First Owner,21.66,1498.0,108.6,250Nm@ 1500-2500rpm,5,N,8,Skoda,Rapid,Monte Carlo 1.5 TDI AT BSIV
6205,Maruti Alto LXi BSIII,2010,165000,20000,South,Arkansas,Russellville,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5,N,15,Maruti,Alto,LXi BSIII
6206,Hyundai EON Magna Plus,2014,210000,70000,South,Arkansas,Rogers,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5,N,11,Hyundai,EON,Magna Plus
6207,Renault Duster 110PS Diesel RxL Explore,2016,650000,30000,South,Arkansas,Russellville,Diesel,Individual,Manual,First Owner,19.64,1461.0,108.45,245Nm@ 1750rpm,5,N,9,Renault,Duster,110PS Diesel RxL Explore
6208,Mahindra XUV500 W8 2WD,2014,680000,120000,South,Arkansas,Russellville,Diesel,Individual,Manual,First Owner,15.1,2179.0,140.0,330Nm@ 1600-2800rpm,7,N,11,Mahindra,XUV500,W8 2WD
6209,Renault KWID 1.0 RXT BSIV,2019,390000,25000,Central,Wisconsin,Muskego,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,91Nm@ 4250rpm,5,N,6,Renault,KWID,1.0 RXT BSIV
6210,Renault KWID RXL,2016,260000,80000,Central,Wisconsin,Muskego,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,72Nm@ 4386rpm,5,N,9,Renault,KWID,RXL
6211,Maruti Swift Dzire VXI,2013,450000,67000,South,Virginia,Waynesboro,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,114Nm@ 4000rpm,5,N,12,Maruti,Swift,Dzire VXI
