,Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
1888,Mercedes-Benz,GLA 200 d Sport,2275000,2016,61109,Diesel,Automatic,Bangalore,Brown,Second,Individual,2143,134,300 Nm @ 1600 rpm,FWD,4424,1804,1494,5,50
1988,Mercedes-Benz,GLA 200 d Style,2500000,2018,90000,Diesel,Automatic,Mumbai,Bronze,Second,Individual,2143,134,300 Nm @ 1600 rpm,FWD,4424,1804,1494,5,50
951,Mercedes-Benz,GLA 200 Sport,2250000,2015,43200,Petrol,Automatic,Pune,Silver,First,Corporate,1991,181,300 Nm @ 1200 rpm,FWD,4424,1804,1494,5,50
1426,Mercedes-Benz,GLA 200 Sport,3100000,2019,24000,Petrol,Automatic,Delhi,Red,First,Individual,1991,181,300 Nm @ 1200 rpm,FWD,4424,1804,1494,5,50
1501,Mercedes-Benz,GLA 200 Sport,1691000,2015,45000,Petrol,Automatic,Mumbai,White,Second,Individual,1991,181,300 Nm @ 1200 rpm,FWD,4417,1804,1494,5,50
1380,Mercedes-Benz,GLA 220 d Activity Edition,2250000,2016,79000,Diesel,Automatic,Chennai,Red,First,Individual,2143,168,350 Nm @ 1400 rpm,AWD,4417,1804,1494,5,50
611,Mercedes-Benz,GLC 200 Progressive,6975000,2022,2000,Petrol,Automatic,Karnal,White,First,Individual,1991,194,320 Nm @ 1650 rpm,RWD,4658,1890,1644,5,66
1008,Mercedes-Benz,GLC 200 Progressive,6600000,2021,16785,Petrol,Automatic,Bangalore,White,First,Individual,1991,194,320 Nm @ 1650 rpm,RWD,4658,1890,1644,5,66
38,Mercedes-Benz,GLC 220 d Progressive,3850000,2017,45600,Diesel,Automatic,Mumbai,Black,Second,Individual,2143,168,400 Nm @ 1400 rpm,AWD,4656,1890,1639,5,66
426,Mercedes-Benz,GLC 220 d Progressive,4550000,2018,45000,Diesel,Automatic,Mumbai,Grey,First,Individual,2143,168,400 Nm @ 1400 rpm,AWD,4656,1890,1639,5,66
913,Mercedes-Benz,GLC 220 d Progressive,4200000,2017,77000,Diesel,Automatic,Pune,White,First,Individual,2143,168,400 Nm @ 1400 rpm,AWD,4656,1890,1639,5,66
1145,Mercedes-Benz,GLC 220 d Progressive,3400000,2018,50000,Diesel,Automatic,Delhi,Blue,First,Individual,2143,168,400 Nm @ 1400 rpm,AWD,4656,1890,1639,5,66
1354,Mercedes-Benz,GLC 220 d Progressive,3500000,2017,72000,Diesel,Automatic,Faridabad,White,First,Individual,2143,168,400 Nm @ 1400 rpm,AWD,4656,1890,1639,5,66
94,Mercedes-Benz,GLC 220 d Sport,3900000,2018,83400,Diesel,Automatic,Hyderabad,White,Second,Individual,1498,116,,,4370,1770,1545,5,50
147,Mercedes-Benz,GLC 220 d Sport,4400000,2018,47009,Diesel,Automatic,Pune,Blue,Second,Individual,1498,116,,,4370,1770,1545,5,50
479,Mercedes-Benz,GLC 220d 4MATIC Progressive,6400000,2022,5500,Diesel,Automatic,Hyderabad,White,UnRegistered Car,Individual,1950,192,400 Nm @ 1600 rpm,AWD,4658,1890,1644,5,66
1451,Mercedes-Benz,GLC 220d 4MATIC Progressive,6750000,2022,7000,Diesel,Automatic,Lucknow,Blue,First,Individual,1950,192,400 Nm @ 1600 rpm,AWD,4658,1890,1644,5,66
1604,Mercedes-Benz,GLC 220d 4MATIC Progressive,7000000,2021,19000,Diesel,Automatic,Mumbai,Black,First,Individual,1950,192,400 Nm @ 1600 rpm,AWD,4658,1890,1644,5,66
1977,Mercedes-Benz,GLC 220d 4MATIC Progressive,8100000,2022,5500,Diesel,Automatic,Hyderabad,White,UnRegistered Car,Individual,1950,192,400 Nm @ 1600 rpm,AWD,4658,1890,1644,5,66
789,Mercedes-Benz,GLC 220d 4MATIC Progressive [2019-2021],6800000,2020,14500,Diesel,Automatic,Pune,Silver,First,Individual,1950,192,400 Nm @ 1600 rpm,AWD,4658,1890,1644,5,66
1502,Mercedes-Benz,GLC 220d 4MATIC Progressive [2019-2021],5200000,2019,10000,Diesel,Automatic,Delhi,Blue,First,Individual,1950,192,400 Nm @ 1600 rpm,AWD,4658,1890,1644,5,66
1600,Mercedes-Benz,GLC 220d 4MATIC Progressive [2019-2021],6500000,2020,13000,Diesel,Automatic,Mumbai,Silver,First,Individual,1950,192,400 Nm @ 1600 rpm,AWD,4658,1890,1644,5,66
549,Mercedes-Benz,GL-Class 350 CDI,4200000,2015,77000,Diesel,Automatic,Chennai,Black,Second,Individual,2987,258,619 Nm @ 1600 rpm,AWD,5120,1934,1850,7,100
614,Mercedes-Benz,GL-Class 350 CDI,3700000,2015,103890,Diesel,Automatic,Lucknow,Black,Second,Individual,2987,258,619 Nm @ 1600 rpm,AWD,5120,1934,1850,7,100
636,Mercedes-Benz,GL-Class 350 CDI,2390000,2013,107021,Diesel,Automatic,Delhi,White,Second,Individual,2987,258,619 Nm @ 1600 rpm,AWD,5120,1934,1850,7,100
1616,Mercedes-Benz,GL-Class 350 CDI,3390000,2015,91100,Diesel,Automatic,Delhi,Silver,First,Individual,2987,258,619 Nm @ 1600 rpm,AWD,5120,1934,1850,7,100
158,Mercedes-Benz,GLE 250 d,4550000,2017,34000,Diesel,Automatic,Navi Mumbai,Silver,First,Individual,2143,201,500 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93
231,Mercedes-Benz,GLE 250 d,5850000,2019,31000,Diesel,Automatic,Mumbai,Grey,First,Corporate,2143,201,500 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93
613,Mercedes-Benz,GLE 250 d,5400000,2016,16000,Diesel,Automatic,Karnal,White,First,Individual,2143,201,500 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93
838,Mercedes-Benz,GLE 250 d,5400000,2018,50500,Diesel,Automatic,Dehradun,White,Third,Individual,2143,201,500 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93
1081,Mercedes-Benz,GLE 250 d,4590000,2018,95786,Diesel,Automatic,Delhi,Black,First,Individual,2143,201,500 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93
1672,Mercedes-Benz,GLE 250 d,4200000,2018,102000,Diesel,Automatic,Patna,Black,First,Individual,2143,201,500 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93
1780,Mercedes-Benz,GLE 250 d,4200000,2017,85000,Diesel,Automatic,Ludhiana,Black,First,Individual,2143,201,500 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93
1959,Mercedes-Benz,GLE 250 d,4190000,2017,90000,Diesel,Automatic,Ludhiana,Black,First,Individual,2143,201,500 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93
1972,Mercedes-Benz,GLE 250 d,5775000,2019,57000,Diesel,Automatic,Dehradun,Black,First,Individual,2143,201,500 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93
472,Mercedes-Benz,GLE 300d 4MATIC LWB,9390000,2022,14000,Diesel,Automatic,Delhi,White,First,Individual,1950,241,500 Nm @ 1600 rpm,AWD,4924,2157,1772,5,93
520,Mercedes-Benz,GLE 300d 4MATIC LWB,8300000,2020,50000,Diesel,Automatic,Navi Mumbai,White,First,Individual,1950,241,500 Nm @ 1600 rpm,AWD,4924,2157,1772,5,93
750,Mercedes-Benz,GLE 300d 4MATIC LWB,9200000,2022,10000,Diesel,Automatic,Delhi,Blue,First,Individual,1950,241,500 Nm @ 1600 rpm,AWD,4924,2157,1772,5,93
794,Mercedes-Benz,GLE 300d 4MATIC LWB,8190000,2020,18000,Diesel,Automatic,Delhi,Bronze,First,Individual,1950,241,500 Nm @ 1600 rpm,AWD,4924,2157,1772,5,93
1770,Mercedes-Benz,GLE 300d 4MATIC LWB,8900000,2021,9000,Diesel,Automatic,Delhi,Black,First,Individual,1950,241,500 Nm @ 1600 rpm,AWD,4924,2157,1772,5,93
1128,Mercedes-Benz,GLE 350 d,6150000,2018,18000,Diesel,Automatic,Chandigarh,Black,First,Individual,2987,255,620 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93
1353,Mercedes-Benz,GLE 350 d,5900000,2018,28000,Diesel,Automatic,Delhi,White,First,Individual,2987,255,620 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93
1637,Mercedes-Benz,GLE 350 d,5000000,2016,61000,Diesel,Automatic,Mumbai,Grey,First,Individual,2987,255,620 Nm @ 1600 rpm,AWD,4819,2141,1796,5,93
489,Mercedes-Benz,GLE 43 4MATIC [2017-2019],8500000,2018,25275,Petrol,Automatic,Hyderabad,Black,First,Individual,2996,362,520 Nm @ 2000 rpm,AWD,4891,2003,1719,5,93
288,Mercedes-Benz,GLS 350 d,7200000,2018,87200,Diesel,Automatic,Bangalore,White,First,Individual,2987,255,620 Nm @ 1600 rpm,AWD,5130,1934,1850,7,100
423,Mercedes-Benz,GLS 350 d,8500000,2019,13000,Diesel,Automatic,Mumbai,White,First,Individual,2987,255,620 Nm @ 1600 rpm,AWD,5130,1934,1850,7,100
840,Mercedes-Benz,GLS 350 d,6875000,2019,53000,Diesel,Automatic,Dehradun,White,First,Individual,2987,255,620 Nm @ 1600 rpm,AWD,5130,1934,1850,7,100
2049,Mercedes-Benz,GLS 400 4MATIC,5950000,2017,80000,Petrol,Automatic,Delhi,Black,First,Individual,2996,329,480 Nm @ 1600 rpm,AWD,5130,1934,1850,5,100
542,Mercedes-Benz,GLS 400d 4MATIC,13000000,2021,20000,Diesel,Automatic,Delhi,Blue,First,Individual,2925,326,700 Nm @ 1200 rpm,AWD,5207,2157,1823,7,90
1370,Mercedes-Benz,GLS 400d 4MATIC,12900000,2021,3000,Diesel,Automatic,Delhi,White,First,Individual,2925,326,700 Nm @ 1200 rpm,AWD,5207,2157,1823,7,90
1576,Mercedes-Benz,GLS 450 4MATIC,13100000,2021,17000,Petrol,Automatic,Delhi,White,First,Individual,2999,362,500 Nm @ 1600 rpm,AWD,5207,2157,1823,7,90
195,Mercedes-Benz,M-Class 350 CDI,3200000,2014,60514,Diesel,Automatic,Pune,Silver,First,Individual,2987,234,535@1600,AWD,4781,1911,1774,5,95
1148,Mercedes-Benz,M-Class 350 CDI,2150000,2014,81000,Diesel,Automatic,Ahmedabad,Grey,First,Individual,2987,234,535@1600,AWD,4781,1911,1774,5,95
40,Mercedes-Benz,M-Class ML 250 CDI,2300000,2014,105101,Diesel,Automatic,Vadodara,White,First,Individual,2143,203,500 Nm @ 1600 rpm,AWD,4804,2141,1796,5,70
1071,Mercedes-Benz,M-Class ML 250 CDI,2250000,2014,85000,Diesel,Automatic,Delhi,White,Second,Individual,2143,203,500 Nm @ 1600 rpm,AWD,4804,2141,1796,5,70
1376,Mercedes-Benz,M-Class ML 250 CDI,2450000,2015,103000,Diesel,Automatic,Mumbai,White,First,Individual,2143,203,500 Nm @ 1600 rpm,AWD,4804,2141,1796,5,70
205,Mercedes-Benz,M-Class ML 350 CDI,2682000,2015,76345,Diesel,Automatic,Gurgaon,White,First,Individual,2997,254,619 Nm @ 1600 rpm,AWD,4804,2141,1796,5,70
395,Mercedes-Benz,M-Class ML 350 CDI,2450000,2014,65000,Diesel,Automatic,Chandigarh,White,Second,Individual,2997,254,619 Nm @ 1600 rpm,AWD,4804,2141,1796,5,70
1325,Mercedes-Benz,M-Class ML 350 CDI,2600000,2014,94000,Diesel,Automatic,Mumbai,White,First,Individual,2997,254,619 Nm @ 1600 rpm,AWD,4804,2141,1796,5,70
1456,Mercedes-Benz,M-Class ML 350 CDI,3200000,2014,60513,Diesel,Automatic,Mumbai,Silver,First,Corporate,2997,254,619 Nm @ 1600 rpm,AWD,4804,2141,1796,5,70
216,Mercedes-Benz,R-Class R350 4MATIC,2485000,2012,44724,Petrol,Automatic,Bangalore,White,First,Individual,3496,272,350 Nm @ 5000 rpm,AWD,5157,2183,1659,7,80
1063,Mercedes-Benz,S-Class 280 AT,1200000,2000,65000,Petrol,Automatic,Dehradun,Yellow,Second,Individual,1498,116,,,4370,1770,1545,5,50
477,Mercedes-Benz,S-Class 300,1500000,2012,158000,Petrol,Automatic,Chennai,Brown,First,Individual,1498,116,,,4370,1770,1545,5,50
846,Mercedes-Benz,S-Class 350,750000,2007,102000,Petrol,Automatic,Pune,Silver,First,Individual,3498,272,350@2400,RWD,5076,1871,1473,5,90
874,Mercedes-Benz,S-Class 350,1500000,2009,75000,Petrol,Automatic,Chennai,Red,Second,Individual,3498,272,350@2400,RWD,5076,1871,1473,5,90
1802,Mercedes-Benz,S-Class 350 CDI L,1495000,2011,72100,Diesel,Automatic,Mumbai,Red,Second,Individual,2987,235,490 Nm @ 1800 rpm,RWD,5226,2120,1479,5,90
413,Mercedes-Benz,S-Class 350 L,1850000,2011,26000,Petrol,Automatic,Delhi,Black,First,Individual,3498,272,345 Nm @ 4500 rpm,RWD,5226,2120,1479,5,90
575,Mercedes-Benz,S-Class 500L,1650000,2012,44000,Petrol,Automatic,Mumbai,Silver,Third,Individual,5461,368,505 Nm @ 4400 rpm,RWD,5226,2120,1479,5,90
160,Mercedes-Benz,S-Class Maybach S 500,11500000,2016,27000,Petrol,Automatic,Delhi,Blue,First,Individual,4663,453,700 Nm @ 1800 rpm,RWD,5453,1899,1498,4,70
442,Mercedes-Benz,S-Class Maybach S 560,18500000,2021,21000,Petrol,Automatic,Gurgaon,Black,First,Individual,3982,463,700 Nm @ 2000 rpm,RWD,5462,1899,1498,4,70
667,Mercedes-Benz,S-Class S 350 CDI,5500000,2015,54000,Diesel,Automatic,Faridabad,White,First,Individual,2987,255,620 Nm @ 1600 rpm,RWD,5246,1899,1494,5,70
315,Mercedes-Benz,S-Class S 350D [2018-2020],7900000,2017,11850,Diesel,Automatic,Vadodara,White,First,Individual,2925,282,600 Nm @ 1600 rpm,RWD,5246,1899,1494,5,70
1912,Mercedes-Benz,S-Class S 350D [2018-2020],18500000,2021,5000,Diesel,Automatic,Pune,White,UnRegistered Car,Individual,2925,282,600 Nm @ 1600 rpm,RWD,5246,1899,1494,5,70
1890,Mercedes-Benz,S-Class S 450,20000000,2021,6600,Petrol,Automatic,Delhi,White,First,Individual,2996,362,500 Nm @ 1800 rpm,RWD,5246,1899,1494,5,80
1768,Mercedes-Benz,S-Class S 500,1875000,2011,72000,Petrol,Automatic,Mumbai,Silver,First,Individual,4663,453,700 Nm @ 1800 rpm,RWD,5246,1899,1494,4,80
43,Mercedes-Benz,SLK-Class SLK 200 K,2400000,2010,34105,Petrol,Automatic,Mumbai,Grey,First,Individual,1796,165,240@3000,RWD,4082,1777,1297,2,70
1731,Mercedes-Benz,V-Class Elite LWB,6300000,2020,40000,Diesel,Automatic,Delhi,Silver,First,Corporate,1950,161,380 Nm @ 1200 rpm,RWD,5140,1928,1901,6,57
163,MG,Astor Sharp 1.5 CVT,1764999,2021,1942,Petrol,Automatic,Bangalore,Red,First,Individual,1498,108,144 Nm @ 4400 rpm,FWD,4323,1809,1650,5,48
387,MG,Astor Sharp EX 1.5 MT,1550000,2022,600,Petrol,Manual,Kolkata,Orange,First,Individual,1498,108,144 Nm @ 4400 rpm,FWD,4323,1809,1650,5,48
553,MG,Gloster Savvy 6 STR 2.0 Twin Turbo 4WD,3500000,2021,7900,Diesel,Automatic,Hyderabad,Black,First,Individual,1996,215,480 Nm @ 1500 rpm,AWD,4985,1926,1867,6,75
757,MG,Gloster Sharp 6 STR 2.0 Twin Turbo 4WD,3950000,2021,40000,Diesel,Automatic,Delhi,Silver,First,Individual,1996,215,480 Nm @ 1500 rpm,AWD,4985,1926,1867,6,75
1017,MG,Hector Plus Sharp 1.5 DCT Petrol,1875000,2021,10000,Petrol,Automatic,Faridabad,Red,First,Individual,1451,141,250 Nm @ 1600 rpm,FWD,4720,1835,1760,6,60
1402,MG,Hector Plus Sharp 1.5 DCT Petrol,1950000,2020,28584,Petrol,Automatic,Hyderabad,Black,First,Individual,1451,141,250 Nm @ 1600 rpm,FWD,4720,1835,1760,6,60
1315,MG,Hector Plus Smart 1.5 DCT Petrol,1925000,2021,19000,Petrol,Automatic,Mumbai,Silver,First,Corporate,1451,141,250 Nm @ 1600 rpm,FWD,4720,1835,1760,6,60
162,MG,Hector Sharp 1.5 DCT Petrol [2019-2020],1729000,2020,27000,Petrol,Automatic,Panvel,Silver,First,Individual,1451,141,250 Nm @ 1600 rpm,,4655,1835,1760,5,60
684,MG,Hector Sharp 1.5 DCT Petrol [2019-2020],1625000,2019,7000,Petrol,Automatic,Pune,Red,First,Individual,1451,141,250 Nm @ 1600 rpm,,4655,1835,1760,5,60
1774,MG,Hector Sharp 1.5 DCT Petrol [2019-2020],1889999,2021,17000,Petrol,Automatic,Delhi,White,First,Individual,1451,141,250 Nm @ 1600 rpm,,4655,1835,1760,5,60
1307,MG,Hector Sharp 1.5 DCT Petrol Dual Tone,1750000,2021,33000,Petrol,Automatic,Ahmedabad,Black,First,Individual,1451,141,250 Nm @ 1600 rpm,FWD,4655,1835,1760,5,60
53,MG,Hector Sharp 2.0 Diesel [2019-2020],1611000,2019,46301,Diesel,Manual,Mumbai,White,First,Individual,1956,169,350 Nm @ 1750 rpm,FWD,4655,1835,1760,5,60
1667,MG,Hector Sharp 2.0 Diesel [2019-2020],1725000,2019,23952,Diesel,Manual,Bangalore,Red,First,Individual,1956,169,350 Nm @ 1750 rpm,FWD,4655,1835,1760,5,60
1938,MG,Hector Sharp 2.0 Diesel [2019-2020],1710000,2020,12400,Diesel,Manual,Mohali,Grey,First,Individual,1956,169,350 Nm @ 1750 rpm,FWD,4655,1835,1760,5,60
188,MG,Hector Sharp 2.0 Diesel Turbo MT,1780000,2020,65433,Diesel,Manual,Lucknow,Black,First,Individual,1956,169,350 Nm @ 1750 rpm,FWD,4655,1835,1760,5,60
1212,MG,Hector Sharp 2.0 Diesel Turbo MT,1975000,2021,18500,Diesel,Manual,Hyderabad,Red,First,Individual,1956,169,350 Nm @ 1750 rpm,FWD,4655,1835,1760,5,60
1906,MG,ZS EV Exclusive [2020-2021],2100000,2020,38500,Electric,Automatic,Delhi,Blue,First,Individual,1498,116,,FWD,4314,1809,1620,5,50
583,MINI,Cooper D 3 Door,3300000,2019,6400,Diesel,Automatic,Delhi,Red,First,Individual,1496,114,270 Nm @ 1750 rpm,FWD,3821,1727,1414,5,44
1042,MINI,Cooper D 3 Door,3300000,2018,17000,Diesel,Automatic,Delhi,Green,First,Individual,1496,114,270 Nm @ 1750 rpm,FWD,3821,1727,1414,5,44
1151,MINI,Cooper D 5 Door,3590000,2020,19759,Diesel,Automatic,Coimbatore,Blue,First,Individual,1496,114,270 Nm @ 1750 rpm,FWD,3982,1727,1425,5,44
1487,MINI,Cooper D 5 Door,1950000,2014,24000,Diesel,Automatic,Ludhiana,Red,Second,Individual,1496,114,270 Nm @ 1750 rpm,FWD,3982,1727,1425,5,44
1868,MINI,Cooper D 5 Door,2500000,2015,34303,Diesel,Automatic,Bangalore,Yellow,Second,Individual,1496,114,270 Nm @ 1750 rpm,FWD,3982,1727,1425,5,44
1766,MINI,Cooper JCW Hatchback,5200000,2022,0,Petrol,Automatic,Ahmedabad,Yellow,UnRegistered Car,Individual,1998,228,320 Nm @ 1450 rpm,FWD,3850,1727,1414,4,44
747,MINI,Cooper S,3200000,2017,10500,Petrol,Automatic,Mumbai,Black,First,Individual,1998,189,280 Nm @ 1250 rpm,,3850,1727,1414,4,44
835,MINI,Cooper S,3900000,2020,13000,Petrol,Automatic,Delhi,Black,First,Individual,1998,189,280 Nm @ 1250 rpm,,3850,1727,1414,4,44
456,MINI,Countryman Cooper D,1489000,2014,81000,Diesel,Automatic,Panvel,Purple,Second,Individual,1995,112,270 Nm @ 1750 rpm,FWD,4097,1789,1561,5,47
2014,MINI,Countryman Cooper D,1300000,2013,50300,Diesel,Automatic,Delhi,Green,Second,Individual,1995,112,270 Nm @ 1750 rpm,FWD,4097,1789,1561,5,47
1101,MINI,Countryman Cooper S JCW Inspired,3875000,2021,12000,Petrol,Automatic,Delhi,Green,First,Individual,1998,189,280 Nm @ 1350 rpm,FWD,4299,1822,1557,5,47
1789,Mitsubishi,Pajero 2.5 AT,1475000,2016,82000,Diesel,Automatic,Mumbai,Grey,First,Individual,2477,176,350 Nm @ 1800 rpm,RWD,4695,1815,1840,7,70
499,Mitsubishi,Pajero 2.5 MT,1300000,2013,95000,Diesel,Manual,Bangalore,Blue,Second,Individual,2477,176,400 Nm @ 2000 rpm,AWD,4695,1815,1840,7,70
1210,Mitsubishi,Pajero Select Plus AT,1995000,2018,122000,Diesel,Automatic,Kota,Silver,First,Individual,2477,176,350 Nm @ 1800 rpm,RWD,4695,1815,1840,7,70
730,Mitsubishi,Pajero SFX 2.8,625000,2011,40000,Diesel,Manual,Mirzapur,White,Second,Individual,2835,118,292 Nm @ 2000 rpm,AWD,4755,1775,1900,5,92
933,Nissan,Magnite XL,625000,2021,28000,Petrol,Manual,Zirakpur,White,First,Corporate,999,71,96 Nm @ 3500 rpm,FWD,3994,1758,1572,5,40
654,Nissan,Micra XV CVT [2016-2017],490000,2014,56918,Petrol,Automatic,Coimbatore,Blue,Second,Individual,1198,76,104 Nm @ 4400 rpm,FWD,3825,1665,1530,5,41
1958,Nissan,Sunny XL,315000,2012,57000,Petrol,Manual,Amritsar,White,First,Individual,1498,98,134 Nm @ 4000 rpm,FWD,4425,1695,1505,5,41
777,Nissan,Sunny XV Diesel,360000,2013,92000,Diesel,Manual,Lucknow,Grey,Second,Individual,1461,85,200 Nm @ 2000 rpm,FWD,4425,1695,1505,5,41
818,Nissan,Sunny XV Diesel,325000,2013,51000,Diesel,Manual,Zirakpur,Grey,First,Individual,1461,85,200 Nm @ 2000 rpm,FWD,4425,1695,1505,5,41
1568,Nissan,Sunny XV Diesel,380000,2013,35000,Diesel,Manual,Kanpur,Grey,First,Individual,1461,85,200 Nm @ 2000 rpm,FWD,4425,1695,1505,5,41
991,Nissan,Teana 250XL,550000,2013,33000,Petrol,Automatic,Pune,Red,First,Individual,1498,116,,,4370,1770,1545,5,50
1884,Nissan,Terrano XE (D),425000,2014,74000,Diesel,Manual,Gurgaon,Silver,Second,Individual,1461,84,200 Nm @ 1900 rpm,FWD,4331,1822,1671,5,50
9,Nissan,Terrano XL (D),575000,2015,85000,Diesel,Manual,Mumbai,White,First,Individual,1461,84,200 Nm @ 1900 rpm,FWD,4331,1822,1671,5,50
271,Nissan,Terrano XL D Plus,450000,2014,85000,Diesel,Manual,Hyderabad,Silver,Second,Individual,1461,84,200 Nm @ 1900 rpm,FWD,4331,1822,1671,5,50
736,Nissan,Terrano XL D Plus,600000,2016,99000,Diesel,Manual,Chennai,White,First,Individual,1461,84,200 Nm @ 1900 rpm,FWD,4331,1822,1671,5,50
1331,Nissan,Terrano XL D Plus,445000,2014,75000,Diesel,Manual,Delhi,White,First,Individual,1461,84,200 Nm @ 1900 rpm,FWD,4331,1822,1671,5,50
1723,Nissan,Terrano XL D Plus,590000,2014,55000,Diesel,Manual,Lucknow,Grey,Second,Individual,1461,84,200 Nm @ 1900 rpm,FWD,4331,1822,1671,5,50
1843,Nissan,Terrano XL D Plus,385000,2013,72000,Diesel,Manual,Dehradun,Grey,Second,Individual,1461,84,200 Nm @ 1900 rpm,FWD,4331,1822,1671,5,50
1477,Nissan,Terrano XL D THP 110 PS,550000,2014,65000,Diesel,Manual,Ahmedabad,Brown,First,Individual,1461,108,248 Nm @ 2250 rpm,FWD,4331,1822,1671,5,50
90,Nissan,Terrano XV D THP 110 PS,650000,2016,76584,Diesel,Manual,Mumbai,White,First,Individual,1461,108,248 Nm @ 2250 rpm,FWD,4331,1822,1671,5,50
785,Porsche,718 Boxster,9500000,2018,20000,Petrol,Automatic,Delhi,Yellow,First,Individual,1988,295,380 Nm @ 2150 rpm,RWD,4379,1801,1281,2,54
1275,Porsche,718 Boxster,10900000,2018,6300,Petrol,Automatic,Hyderabad,Grey,First,Corporate,1988,295,380 Nm @ 2150 rpm,RWD,4379,1801,1281,2,54
464,Porsche,718 Cayman [2017-2020],9000000,2017,7000,Petrol,Automatic,Faridabad,Red,First,Individual,1988,295,380 Nm @ 1950 rpm,RWD,4379,1801,1295,2,54
305,Porsche,911 Carrera 4,9300000,2019,9000,Petrol,Automatic,Pune,Blue,First,Corporate,3436,325,390 Nm @ 5600 rpm,AWD,4491,1852,1304,4,68
1928,Porsche,Cayenne 3.2 V6 Petrol,3600000,2014,43000,Petrol,Automatic,Mumbai,White,Second,Individual,1498,116,,,4370,1770,1545,5,50
1803,Porsche,Cayenne Base,14900000,2021,7534,Petrol,Automatic,Mumbai,Blue,UnRegistered Car,Individual,2995,335,450 Nm @ 1340 rpm,AWD,4918,1983,1696,5,75
95,Porsche,Cayenne Coupe Platinum Edition,16200000,2022,2766,Petrol,Automatic,Mumbai,Blue,First,Individual,2995,335,450 Nm @ 1340 rpm,AWD,4931,1983,1676,4,75
270,Porsche,Cayenne Diesel,5350000,2015,58000,Diesel,Automatic,Chandigarh,White,First,Individual,2967,245,550 Nm @ 2750 rpm,AWD,4846,2155,1705,5,85
341,Porsche,Cayenne Platinum Edition Diesel,5350000,2016,55700,Diesel,Automatic,Navi Mumbai,Silver,First,Corporate,2967,241,550 Nm @ 1750 rpm,AWD,4855,1939,1705,5,85
235,Porsche,Cayenne Turbo,3500000,2014,160000,Petrol,Automatic,Mumbai,Blue,First,Individual,4806,500,700 Nm @ 2250 rpm,AWD,4846,1939,1702,5,100
1052,Porsche,Macan Base [2019-2020],9000000,2019,27000,Petrol,Automatic,Hyderabad,Red,First,Corporate,1984,248,370 Nm @ 1600 rpm,AWD,4696,1923,1624,5,65
1388,Porsche,Macan Base [2019-2020],9100000,2022,9000,Petrol,Automatic,Gurgaon,Blue,First,Individual,1984,248,370 Nm @ 1600 rpm,AWD,4696,1923,1624,5,65
1049,Porsche,Macan S [2019-2020],7500000,2020,38000,Petrol,Automatic,Ahmedabad,Blue,First,Individual,2995,349,480 Nm @ 1360 rpm,AWD,4696,1923,1624,5,65
837,Porsche,Panamera 3.0 Diesel,6350000,2016,20500,Diesel,Automatic,Delhi,White,First,Corporate,1498,116,,,4370,1770,1545,5,50
1771,Porsche,Panamera 3.0 Diesel,5590000,2015,33000,Diesel,Automatic,Delhi,White,First,Individual,1498,116,,,4370,1770,1545,5,50
1013,Renault,Duster 110 PS RxL,690000,2016,65000,Diesel,Manual,Delhi,Grey,Second,Individual,1461,108,248 Nm @ 2250 rpm,FWD,4315,1822,1695,5,50
1715,Renault,Duster 110 PS RXL 4X2 AMT [2016-2017],775000,2017,67000,Diesel,Automatic,Mumbai,White,First,Individual,1461,108,248 Nm @ 2250 rpm,FWD,4315,1822,1695,5,50
193,Renault,Duster 110 PS RxL Diesel,425000,2014,72000,Diesel,Manual,Ludhiana,White,Second,Individual,1461,108,248 Nm @ 2250 rpm,FWD,4315,1822,1695,5,50
585,Renault,Duster 110 PS RXZ 4X2 AMT Diesel,690000,2016,35000,Diesel,Automatic,Delhi,Grey,Second,Individual,1461,108,248 Nm @ 2250 rpm,FWD,4315,1822,1695,5,50
1125,Renault,Duster 110 PS RXZ 4X2 MT Diesel,450000,2016,2000000,Diesel,Manual,Ranchi,White,First,Individual,1461,108,248 Nm @ 2250 rpm,FWD,4315,1822,1695,5,50
1228,Renault,Duster 110 PS RxZ Diesel,415000,2014,70000,Diesel,Manual,Delhi,White,First,Individual,1461,108,248 Nm @ 2250 rpm,FWD,4315,1822,1695,5,50
166,Renault,Duster 85 PS RxL,490000,2015,98000,Diesel,Manual,Jamshedpur,White,Second,Individual,1461,84,200 Nm @ 1900 rpm,FWD,4315,1822,1695,5,50
1099,Renault,Duster 85 PS RxL,425000,2015,75000,Diesel,Manual,Kanpur,Black,First,Individual,1461,84,200 Nm @ 1900 rpm,FWD,4315,1822,1695,5,50
